OBJECTID,SiteID,Location,Year,Count,Historical_annual_data,NO2 2024,Annual mean NO2 concentration μg m3,Survey,Current_,x,y
1776,365,Unite façade,2011,11,"2010: 45.4, 2011: 40.3, 2012: 37.4, 2013: 37.7, 2014: 35.5, 2015: 36.5, 2016: 37.9, 2017: 37.6",,40.3,BROADMEAD,No,-287650.058854113,6702515.05678852
1777,367,River Street facade 1,2011,12,"2010: 36.4, 2011: 35.7",,35.7,BROADMEAD,No,-287423.22633034,6702802.80927558
1778,370,Great George Street lamppost,2011,11,"2010: 49.2, 2011: 43.7, 2012: 39.5, 2013: 39.4, 2014: 36.9, 2015: 37.7, 2016: 38.4, 2017: 37.5, 2018: 36.6, 2019: 30.1, 2021: 25, 2022: 31, 2023: 25.3, 2024: 21.2",,43.7,BROADMEAD,Yes,-287244.687317758,6702918.28830893
1779,405,Whitehall Rd/Easton Rd lamppost 4TZ,2011,11,"2010: 57.8, 2011: 58, 2012: 53.1, 2013: 55, 2014: 51.1, 2015: 53.1, 2016: 42.6, 2017: 50.4, 2018: 56.2, 2019: 48.5, 2020: 38.7, 2021: 40.4, 2022: 38, 2023: 33.5, 2024: 33.6",,58,Post DA Facades,Yes,-285203.139777754,6703303.7524392
1780,160,Zetland Road junction,2011,12,"2010: 51.8, 2011: 51.1",,51.1,gloucester road showcase route (DT),No,-288728.734959763,6704941.99939285
1781,410,facade cotham girls school cheltenham rd,2011,12,"2010: 48.2, 2011: 40.8",,40.8,Post DA Facades,No,-288476.388644335,6704453.96926756
1782,420,North St/Dean Lane on roundabout sign,2011,12,"2010: 43.8, 2011: 39.6, 2012: 38.1, 2013: 38.9, 2014: 37.2, 2015: 36.7, 2016: 38.6, 2017: 33.3, 2018: 37.1, 2019: 30.4, 2020: 23.2, 2021: 25.6, 2022: 28.8, 2023: 23.7, 2024: 22.3",,39.6,Post DA Facades,Yes,-289619.048853516,6699765.46194782
1783,475,18 Morton Street,2011,12,"2010: 35.9, 2011: 34.1",,34.1,USA 2009,No,-285465.318552893,6702599.70306723
1784,474,Martial Arts West Street,2011,12,"2010: 45.1, 2011: 39.7, 2012: 37.9, 2013: 39.1, 2014: 35.8, 2015: 38.5, 2016: 38.7, 2017: 35.8, 2018: 31.9, 2019: 29.1, 2020: 22.9",,39.7,USA 2009,No,-290069.368921615,6698825.58328779
1785,472,Jamiesons Autos,2011,12,"2010: 52.4, 2011: 47.4, 2012: 46.5, 2013: 48.2, 2014: 45.2, 2015: 40, 2016: 45.3, 2017: 41.6, 2018: 37.3, 2019: 33.7, 2020: 26.2, 2021: 28.7, 2022: 29, 2023: 25.8, 2024: 25.7",,47.4,USA 2009,Yes,-289697.065688815,6699318.40485888
1786,469,Lamppost corner park avenue,2011,12,"2010: 46.2, 2011: 40.4, 2012: 39.4, 2013: 38.5, 2014: 35.8, 2015: 35.3, 2016: 39.2, 2017: 34.6, 2018: 36.2, 2019: 27.4, 2020: 23.4",,40.4,USA 2009,No,-287688.258760981,6699061.74717359
1787,462,Millpond School play area,2011,11,"2010: 35.8, 2011: 32.6, 2012: 31.7, 2013: 32.9, 2014: 29.2, 2015: 30.4, 2016: 30.8, 2017: 34.6",,32.6,Millpond School,No,-286278.220554745,6704320.44194323
1788,461,Millpond School Fence,2011,11,"2010: 40.2, 2011: 35.9, 2012: 35.5, 2013: 37.2, 2014: 34.1, 2015: 33.2, 2016: 37, 2017: 30.4, 2018: 33.9, 2019: 26",,35.9,Millpond School,No,-286284.930702286,6704358.95120715
1789,460,Cheltenham Road \ Station Road,2011,36,"2010: 39.1, 2011: 38, 2012: 26.6",,38,QAQC,No,-288620.733959964,6704666.50138393
1790,436,Shiners Garage,2011,36,"2010: 44.7, 2011: 40.9, 2012: 39.6, 2013: 40.1, 2014: 38.2, 2015: 37.9, 2016: 47.7, 2017: 45.8, 2018: 50.6, 2019: 42, 2020: 29.2, 2021: 31.2, 2022: 30.6, 2023: 24.4, 2024: 26.2",,40.9,Roadside,Yes,-285259.212047081,6702675.18810556
1791,416,Wells Rd - Knowle shopping centre lamppost 41 (outside Miss Millies),2011,12,"2010: 56.2, 2011: 50.2",,50.2,Post DA Facades,No,-285549.03435514,6698073.46353651
1792,397,facade avonmouth road underpass - house to SE,2011,12,"2010: 38.4, 2011: 35.9, 2012: 34, 2013: 34.4, 2014: 28.5, 2015: 33, 2016: 33.8, 2017: 33.4",,35.9,Post DA Facades,No,-298837.117054549,6709445.57805865
1793,373,123 Newfoundland Street façade,2011,12,"2010: 53, 2011: 47.9, 2012: 44.9, 2013: 45.2, 2014: 41.6, 2015: 38.3, 2016: 39.5, 2017: 38.5, 2018: 35.7, 2019: 31.2, 2020: 23.9, 2021: 27.9, 2022: 27.4, 2023: 22.3, 2024: 21.5",,47.9,BROADMEAD,Yes,-287292.865269621,6703337.20318085
1794,311,Give Way sign  Chesterfield Rd \ Ashley Down Road St. Andrews,2011,11,"2010: 49.2, 2011: 45.3, 2012: 46.7, 2013: 49.5, 2014: 43.3, 2015: 44, 2016: 46.2, 2017: 46.4",,45.3,Post Stage Four,No,-287421.363948839,6705397.63750124
1795,267,Pritchard Street,2011,12,"2010: 39, 2011: 40.9",,40.9,Roadside Stage 4 (DT),No,-287798.409579239,6703035.96102279
1796,15,Horsefair,2011,12,"2010: 54.7, 2011: 50.9, 2012: 49.5, 2013: 53.6, 2014: 48.6, 2015: 50.8, 2016: 51.2, 2017: 49.4, 2018: 47.5, 2019: 42.2, 2020: 28.2, 2021: 31.5, 2022: 31.3, 2023: 26.4, 2024: 25.9",,50.9,Roadside (DT),Yes,-288014.971267504,6702867.14929257
1797,12,Galleries,2011,11,"2010: 58.2, 2011: 55.2, 2012: 50.8, 2013: 56.7, 2014: 51.3, 2015: 52.5, 2016: 52.8, 2017: 56.6, 2018: 57.5, 2019: 51.8, 2020: 41.9, 2021: 46.5, 2022: 50.2, 2023: 60.2, 2024: 35.3",,55.2,Roadside (DT),Yes,-288254.965440197,6702425.05893974
1798,11,Whitefriars,2011,12,"2010: 60.8, 2011: 56.1, 2012: 53.2, 2013: 56.3, 2014: 48.8, 2015: 51.4, 2016: 51.7, 2017: 49.2, 2018: 48.1, 2019: 41.1, 2020: 31.1, 2021: 35, 2022: 35.3, 2023: 29.6, 2024: 29.4",,56.1,Roadside (DT),Yes,-288783.750004099,6702631.21072234
1799,4,Three Lamps,2011,12,"2010: 62.3, 2011: 59.8, 2012: 58.4, 2013: 60.6, 2014: 55.8, 2015: 53.3, 2016: 55.2, 2017: 52.7, 2018: 53.5, 2019: 41, 2020: 36.8, 2021: 38.9, 2022: 38.4, 2023: 29.3, 2024: 30.7",,59.8,Roadside (DT),Yes,-287018.565739922,6700248.9656145
1800,424,facade BRI main building,2011,9,"2010: 47.8, 2011: 48",,48,Post DA Facades,No,-288955.685485169,6702890.05235597
1801,9,B.R.I.,2011,12,"2010: 65.4, 2011: 58, 2012: 52, 2013: 54, 2014: 49.3, 2015: 48, 2016: 48.8, 2017: 46.5, 2018: 44.7, 2019: 37.8, 2020: 31.7, 2021: 39.3, 2022: 36, 2023: 27.8",,58,Roadside (DT),No,-288920.3727828,6702882.30805318
1802,14,Red Lion Knowle,2011,12,"2010: 47.9, 2011: 44.1, 2012: 43.2, 2013: 42.2, 2014: 40.4, 2015: 40.1, 2016: 42.3, 2017: 41.1, 2018: 47.6, 2019: 38.7, 2020: 32.4, 2021: 32.7, 2022: 30.3, 2023: 27, 2024: 25.8",,44.1,Roadside (DT),Yes,-285439.186904326,6697740.37180987
1803,18,Hillcrest,2011,12,"2010: 26.5, 2011: 20.3, 2012: 21.3, 2013: 22.3, 2014: 18.1, 2015: 17.8, 2016: 20.2, 2017: 18.4",,20.3,Roadside (DT),No,-285734.537313679,6697418.60705167
1804,477,rear 32 st marks grove,2011,8,"2010: 37.1, 2011: 34.1",,34.1,USA 2009,No,-285713.225431454,6704411.61017587
1805,441,Avon Probation Service,2011,36,"2010: 58.7, 2011: 57.8, 2012: 55, 2013: 56.1, 2014: 50.2, 2015: 45.8, 2016: 45.1",,57.8,QAQC,No,-287455.135573451,6703189.71654543
1806,439,Parson Street School,2011,36,"2010: 41.9, 2011: 40.9, 2012: 40.9, 2013: 44.7, 2014: 42, 2015: 41, 2016: 43.6, 2017: 37.7, 2018: 37.7, 2019: 31.7, 2020: 25.4, 2021: 28.6, 2022: 27.2, 2023: 24, 2024: 22.4",,40.9,QAQC,Yes,-289982.448521423,6698188.87869929
1807,438,A37 Junction w/ Airport Road,2011,36,"2010: 48, 2011: 47.7, 2012: 43.4, 2013: 43.5, 2014: 44, 2015: 43.1, 2016: 43.4, 2017: 43.2, 2018: 36.6, 2019: 31.8, 2020: 27.1, 2021: 29, 2022: 29.4, 2023: 25, 2024: 23.2",,47.7,QAQC,Yes,-285394.401951542,6697329.73212812
1808,406,Whitehall Rd lamppost 17 nr juction with Chalks Rd,2011,11,"2010: 48.1, 2011: 37.5, 2012: 36.5, 2013: 36.5, 2014: 34.9, 2015: 35.4, 2016: 36.2, 2017: 38.9, 2018: 38.5, 2019: 31, 2020: 26.6, 2021: 29.3, 2022: 29.6, 2023: 24.2, 2024: 23.2",,37.5,Post DA Facades,Yes,-284362.720936092,6703411.38989974
1809,371,Lamb Street façade,2011,12,"2010: 57.9, 2011: 47.5, 2012: 47.5, 2013: 46.9, 2014: 42.8, 2015: 44.8, 2016: 42.7, 2017: 44.7, 2018: 42.2, 2019: 34.1, 2020: 25.8, 2021: 29.4, 2022: 29, 2023: 25.5",,47.5,BROADMEAD,No,-287182.028571119,6702693.88408449
1810,366,Broad Weir post development,2011,12,"2010: 53.4, 2011: 49.3",,49.3,BROADMEAD,No,-287874.428541147,6702522.89775129
1811,364,St. Matthias House façade,2011,12,"2010: 40.6, 2011: 35.9",,35.9,BROADMEAD,No,-287638.302536464,6702648.48190123
1812,479,cycle sign lamppost,2011,12,"2010: 34.8, 2011: 32.6, 2012: 33.4, 2013: 33, 2014: 32.2, 2015: 31.5, 2016: 30.3, 2017: 30.1",,32.6,Callington Road,No,-283775.919971872,6698013.1334356
1813,448,Economy Cars,2011,35,"2010: 40.6, 2011: 39.9, 2012: 37.6, 2013: 38.6",,39.9,QAQC,No,-286244.19575046,6699949.93652804
1814,423,facade BRI children's,2011,12,"2010: 53, 2011: 53.2, 2012: 50.9, 2013: 46.3, 2014: 41.8, 2015: 44.4, 2016: 43.5, 2017: 45, 2018: 42.3, 2019: 35.2, 2020: 27.3, 2021: 29.5, 2022: 29.1, 2023: 22.2, 2024: 20.9",,53.2,Post DA Facades,Yes,-289088.725742146,6702699.40590324
1815,418,Bedminster Down Rd lamppost between Ashton Motors & Plough PH,2011,12,"2010: 92.9, 2011: 90.5, 2012: 81.8, 2013: 74, 2014: 67.7, 2015: 63.7, 2016: 69.3, 2017: 58.4, 2018: 55.7, 2019: 51.1, 2020: 40.2, 2021: 45.9, 2022: 44.1, 2023: 32.8, 2024: 31.7",,90.5,Post DA Facades,Yes,-290471.62510202,6698281.14621008
1816,417,St John's Lane No 26 lamppost 15 (just past roundabout),2011,12,"2010: 51.3, 2011: 45.6, 2012: 44.1, 2013: 42.1, 2014: 40.8, 2015: 43.6, 2016: 43.4, 2017: 35.2, 2018: 36, 2019: 31, 2020: 26.3, 2021: 27.9, 2022: 27, 2023: 22.7, 2024: 20.9",,45.6,Post DA Facades,Yes,-287442.243890537,6699543.83315549
1817,398,Avonmouth Rd No 31 on facia,2011,12,"2010: 40.1, 2011: 34.9, 2012: 31.8, 2013: 34, 2014: 31.9, 2015: 30.1, 2016: 31.8, 2017: 31.2",,34.9,Post DA Facades,No,-298961.49662735,6709542.48396699
1818,374,St. Paul Street,2011,11,"2010: 56.2, 2011: 56.2, 2012: 46.8, 2013: 50.7, 2014: 51.8, 2015: 47.1, 2016: 47.2, 2017: 45.2, 2018: 47.8, 2019: 39.9, 2020: 29.9, 2021: 35, 2022: 33.7, 2023: 27.1, 2024: 25.1",,56.2,BROADMEAD,Yes,-287671.912995715,6703046.61290049
1819,242,Parson Street Bedminster Down Road,2011,12,"2010: 80.3, 2011: 75.5, 2012: 73.9, 2013: 75.1, 2014: 56.2, 2015: 61.7, 2016: 68.4, 2017: 56, 2018: 51.1, 2019: 41, 2020: 32.2, 2021: 34.5, 2022: 36.6, 2023: 29.8, 2024: 28",,75.5,Roadside Stage 4 (DT),Yes,-290831.882346175,6697891.20245718
1820,240,Parson St. A38 West,2011,12,"2010: 54.9, 2011: 47.3",,47.3,Roadside Stage 4 (DT),No,-290690.353035173,6698009.58917251
1821,238,Parson Street School,2011,12,"2010: 54.7, 2011: 52.4",,52.4,Roadside Stage 4 (DT),No,-290040.661884479,6698063.16511597
1822,154,Hotwells Road,2011,12,"2010: 54.7, 2011: 40.9, 2012: 40.3, 2013: 44.3, 2014: 38.5, 2015: 37.2, 2016: 39.6, 2017: 38.5, 2018: 36.2, 2019: 30, 2020: 22.1, 2021: 25.4, 2022: 26.1, 2023: 17.8, 2024: 17.5",,40.9,harbourside (DT),Yes,-290714.010739251,6701235.48836649
1823,99,Greville Smyth Park,2011,12,"2010: 32.7, 2011: 28.1, 2012: 30, 2013: 33.1, 2014: 27.2, 2015: 28.7, 2016: 31.6, 2017: 28.5",,28.1,Wards (DT),No,-291506.54674882,6699854.07592476
1824,3,Blackboy Hill,2011,11,"2010: 46, 2011: 36.6, 2012: 37.7, 2013: 41.2, 2014: 36.3, 2015: 37.9, 2016: 37.6, 2017: 34.4, 2018: 34.4, 2019: 27.7, 2020: 28.7, 2021: 44.4, 2022: 38.8, 2023: 47.7, 2024: 29",,36.6,Roadside (DT),Yes,-290988.19933068,6704714.42467723
1825,2,Colston Avenue,2011,12,"2010: 79.4, 2011: 78.8, 2012: 66.8, 2013: 68.7, 2014: 67.7, 2015: 69.2, 2016: 66.1, 2017: 63.1, 2018: 58.2, 2019: 53.7, 2020: 36.9, 2021: 40.1, 2022: 40.3, 2023: 39, 2024: 38.4",,78.8,Roadside (DT),Yes,-289075.818144399,6702097.12495681
1826,159,Cromwell Road,2011,11,"2010: 53.6, 2011: 48.9, 2012: 49.7, 2013: 49, 2014: 44.5, 2015: 44.1, 2016: 44.8, 2017: 42, 2018: 43.3, 2019: 35.8, 2020: 28.5, 2021: 31.9, 2022: 32.1, 2023: 28.9, 2024: 28.2",,48.9,gloucester road showcase route (DT),Yes,-288675.219320107,6704666.05891095
1827,19,Conham Vale,2011,12,"2010: 24.4, 2011: 21.5, 2012: 22, 2013: 27.2, 2014: 20.8, 2015: 19.7, 2016: 22.4, 2017: 21.3",,21.5,Roadside (DT),No,-282187.941736831,6700722.60876012
1828,20,Newfoundland Way,2011,48,"2010: 79, 2011: 73.2, 2012: 74.7, 2013: 64.3, 2014: 65.3, 2015: 58.7, 2016: 55.5, 2017: 61.2, 2018: 50.1, 2019: 42.4",,73.2,Roadside (DT),No,-287579.43244068,6703103.57954815
1829,21,Gloucester Road,2011,12,"2010: 50.1, 2011: 44.5, 2012: 43.1, 2013: 52, 2014: 50.4, 2015: 51.6, 2016: 50.2, 2017: 49.3, 2018: 46.4, 2019: 38.3, 2020: 33.4, 2021: 34.9, 2022: 34, 2023: 30.9, 2024: 33",,44.5,Roadside (DT),Yes,-288453.491473036,6705789.48523368
1830,81,Eastville Park,2011,11,"2010: 22.7, 2011: 19.2, 2012: 21, 2013: 18.2, 2014: 17.5, 2015: 17.9, 2016: 17, 2017: 18.8",,19.2,Wards (DT),No,-284251.786073126,6705912.41811108
1831,161,Bishop Road,2011,12,"2010: 52.9, 2011: 47.4, 2012: 41.6, 2013: 41.8, 2014: 41.3, 2015: 43.7, 2016: 41.7, 2017: 38.8, 2018: 38, 2019: 31.7, 2020: 25.3, 2021: 27.4, 2022: 26, 2023: 25.6, 2024: 26.5",,47.4,gloucester road showcase route (DT),Yes,-288271.484099739,6706477.18610887
1832,255,Joy Hill Hotwells,2011,12,"2010: 27.8, 2011: 40.2",,40.2,Roadside Stage 4 (DT),No,-291778.319076186,6701308.42083824
1833,295,Lamppost   16 Ashley Road St. Pauls,2011,12,"2010: 58.8, 2011: 60.7, 2012: 57.8, 2013: 57.2, 2014: 58.6, 2015: 63.3, 2016: 55.7, 2017: 65.1, 2018: 59.6, 2019: 48.1, 2020: 37.2, 2021: 44.5, 2022: 41, 2023: 34, 2024: 34.8",,60.7,Post Stage Four,Yes,-287033.740015952,6704208.4476767
1834,306,Lamppost     Cottrell Road \ Muller Road Horfield,2011,12,"2010: 51.6, 2011: 55.9",,55.9,Post Stage Four,No,-285178.974638735,6705799.27175951
1835,307,Lamppost     Glenfrome Road \ Muller Road Horfield,2011,12,"2010: 46.6, 2011: 41.5, 2012: 39.5, 2013: 39.8, 2014: 38.4, 2015: 36.6, 2016: 37.4, 2017: 32.6, 2018: 37.3, 2019: 30.7, 2020: 24.6, 2021: 27.5, 2022: 26.8, 2023: 24.5, 2024: 21.6",,41.5,Post Stage Four,Yes,-285709.878701319,6705846.59411472
1836,403,Lamp post 48 230 Bath Road,2011,12,"2010: 46.5, 2011: 43.9, 2012: 43.6, 2013: 46.6, 2014: 39.2, 2015: 41.5, 2016: 37.5, 2017: 35.7, 2018: 35.6, 2019: 28.1, 2020: 23.4, 2021: 25.5, 2022: 25.5, 2023: 20.2, 2024: 20.6",,43.9,Post DA Facades,Yes,-286047.399122808,6699977.1677698
1837,422,North St/Langton Park T junction,2011,12,"2010: 43.4, 2011: 41.2, 2012: 39.8, 2013: 39, 2014: 34.1, 2015: 35, 2016: 39.4, 2017: 36.5, 2018: 34.1, 2019: 27.4, 2020: 23.4",,41.2,Post DA Facades,No,-289793.129417391,6699704.60992124
1838,465,North Street School fence,2011,12,"2010: 34.6, 2011: 30.2",,30.2,USA 2009,No,-291088.09417658,6699995.71504348
1839,470,Victoria Park Primary,2011,12,"2010: 43.3, 2011: 39.4, 2012: 39.6, 2013: 37.8, 2014: 35, 2015: 38.7, 2016: 39.4, 2017: 35.9, 2018: 37.9, 2019: 29.4, 2020: 25.1, 2021: 26.8, 2022: 28.3, 2023: 24.2, 2024: 21.7",,39.4,USA 2009,Yes,-288112.730275877,6698870.47455211
1840,478,T shirt Shop W. Town Lane,2011,10,"2010: 42.9, 2011: 38.2, 2012: 36.4, 2013: 39.9, 2014: 35.8, 2015: 36.3, 2016: 36.7, 2017: 35.4, 2018: 36.5, 2019: 28.8, 2020: 23.5",,38.2,Callington Road,No,-283497.367453175,6698023.25032835
1841,300,Facade Haart Estate Agents 755 Fishponds Road Fishponds,2011,11,"2010: 47, 2011: 52.8, 2012: 49.9, 2013: 48.5, 2014: 42.4, 2015: 45.9, 2016: 48.1, 2017: 45.9, 2018: 41.1, 2019: 35.1, 2020: 28.9, 2021: 28.7, 2022: 27.5, 2023: 21.2, 2024: 26.4",,52.8,Post Stage Four,Yes,-281520.287175529,6706769.98297697
1842,468,façade of North Street near Myrtle Street,2011,12,"2010: 31.8, 2011: 28.5",,28.5,USA 2009,No,-290318.731287868,6699542.8816391
1843,407,lamppost sussex place,2011,11,"2010: 53.9, 2011: 56.5, 2012: 47.3, 2013: 47.1, 2014: 43.9, 2015: 43.1, 2016: 48.7, 2017: 44.6, 2018: 46.7, 2019: 37.3, 2020: 26.7, 2021: 30.2, 2022: 29.5, 2023: 24.8",,56.5,Post DA Facades,No,-287169.041541866,6704295.74454928
1844,368,River Street facade 2,2011,11,"2010: 43.1, 2011: 38.1",,38.1,BROADMEAD,No,-287320.02751949,6702922.50860316
1845,363,5102 façade,2011,10,"2010: 44.9, 2011: 47.4, 2012: 48, 2013: 44.3, 2014: 39.8, 2015: 39.2, 2016: 39.6, 2017: 38.5, 2018: 37.2, 2019: 34, 2020: 23.5, 2021: 26.8, 2022: 28, 2023: 23.8, 2024: 23.9",,47.4,BROADMEAD,Yes,-288367.49785816,6703069.93538865
1846,303,Facade   784 Muller Road Fishponds,2011,12,"2010: 55.4, 2011: 52.1, 2012: 48.5, 2013: 48.2, 2014: 43.5, 2015: 46.1, 2016: 46.2, 2017: 44, 2018: 43.8, 2019: 36.5, 2020: 29.2, 2021: 31.8, 2022: 31.2, 2023: 24.1, 2024: 23.3",,52.1,Post Stage Four,Yes,-284712.640975304,6705600.36391359
1847,261,Stapleton Road Heath Street,2011,11,"2010: 55.8, 2011: 48.2, 2012: 53, 2013: 55.8, 2014: 50.6, 2015: 51.3, 2016: 53.1, 2017: 52.4, 2018: 51, 2019: 41.5, 2020: 34.7, 2021: 39.1, 2022: 39.3, 2023: 32, 2024: 33",,48.2,Roadside Stage 4 (DT),Yes,-285135.992821959,6705418.74590538
1848,260,Stapleton Road South,2011,12,"2010: 52.9, 2011: 52.8, 2012: 45.8, 2013: 46.5, 2014: 46.3, 2015: 45.6, 2016: 45.4, 2017: 42.6, 2018: 43.1, 2019: 36.2, 2020: 29.5, 2021: 33.2, 2022: 31.6, 2023: 26.5, 2024: 26",,52.8,Roadside Stage 4 (DT),Yes,-285080.464366343,6705912.52183786
1849,175,top of Brislington Hill,2011,12,"2010: 57.9, 2011: 56.3, 2012: 54.7, 2013: 55.3, 2014: 51.7, 2015: 52.9, 2016: 56.5, 2017: 54, 2018: 54.9, 2019: 44.6, 2020: 36.4, 2021: 41.4, 2022: 38.7, 2023: 30.4, 2024: 30.3",,56.3,bath road showcase route (DT),Yes,-283408.629887594,6698149.144355
1850,156,Jacobs Wells road opp Clifton hill,2011,12,"2010: 56.1, 2011: 49.1, 2012: 45.8, 2013: 44.2, 2014: 38, 2015: 38.9, 2016: 41.2, 2017: 39.3, 2018: 36.2, 2019: 30.5, 2020: 20.7, 2021: 24.9, 2022: 25.9, 2023: 19.1, 2024: 17.7",,49.1,harbourside (DT),Yes,-290548.152178807,6702096.20398506
1851,147,Anchor Road,2011,11,"2010: 65.6, 2011: 66.4, 2012: 60.6, 2013: 60.2, 2014: 57, 2015: 60.1, 2016: 56.9, 2017: 61.5, 2018: 56.6, 2019: 50.9, 2020: 39.4, 2021: 43.3, 2022: 45.5, 2023: 39.5, 2024: 36.3",,66.4,harbourside (DT),Yes,-289254.257300207,6701581.66334233
1852,125,York Road,2011,12,"2010: 72.8, 2011: 66.5, 2012: 63, 2013: 59.6, 2014: 53.3, 2015: 52.9, 2016: 52.9, 2017: 56, 2018: 50.3, 2019: 45.2, 2020: 35.6, 2021: 35.8, 2022: 33.6, 2023: 24.3, 2024: 19.7",,66.5,redcliffe way templegate (DT),Yes,-288122.962480237,6700347.74496852
1853,113,Victoria Street,2011,12,"2010: 53.9, 2011: 55.2, 2012: 51.8, 2013: 48.4, 2014: 48.8, 2015: 47.5, 2016: 45.5, 2017: 49.9, 2018: 40.5, 2019: 37.4, 2020: 29.9, 2021: 27.8, 2022: 32, 2023: 29.4, 2024: 28.3",,55.2,redcliffe way templegate (DT),No,-288062.502763533,6701599.37177948
1854,105,Victoria Park,2011,12,"2010: 26, 2011: 19.9, 2012: 20.4, 2013: 21.2, 2014: 17.2, 2015: 18.2, 2016: 20.8, 2017: 19.1",,19.9,Wards (DT),No,-288303.274890422,6699464.66471172
1855,7,St. Andrew's Rd,2011,12,"2010: 30.2, 2011: 27.7, 2012: 27.9, 2013: 27.7, 2014: 28, 2015: 26.8, 2016: 28.6, 2017: 26",,27.7,Roadside (DT),No,-300244.658919802,6710417.86486197
1856,5,Bedminster Parade,2011,12,"2010: 66.6, 2011: 57.2, 2012: 54.6, 2013: 58.7, 2014: 47.6, 2015: 50.9, 2016: 51.3, 2017: 45.8, 2018: 45.8, 2019: 39.9, 2020: 31.6, 2021: 41, 2022: 37.9, 2023: 33.5, 2024: 34.9",,57.2,Roadside (DT),Yes,-288906.606435902,6699999.33324423
1857,158,botttom of Arley Hill,2011,12,"2010: 51.2, 2011: 47.6",,47.6,gloucester road showcase route (DT),No,-288356.552605177,6704099.85152153
1858,157,Stokes Croft  Ashley Road,2011,12,"2010: 64.9, 2011: 61.8, 2012: 55.9, 2013: 56, 2014: 51.4, 2015: 53.3, 2016: 52.8, 2017: 48.6, 2018: 45.4, 2019: 43.1, 2020: 35.7, 2021: 40.3, 2022: 35, 2023: 35.2, 2024: 33.7",,61.8,gloucester road showcase route (DT),Yes,-288303.158453479,6703836.78908709
1859,155,Jacobs Wells Road South,2011,10,"2010: 47.4, 2011: 52.4, 2012: 46.9, 2013: 48.5, 2014: 38.8, 2015: 39.9, 2016: 43.1, 2017: 37.9, 2018: 40.1, 2019: 31.1, 2020: 22.9, 2021: 25.5, 2022: 24.2, 2023: 17.5, 2024: 15.2",,52.4,harbourside (DT),Yes,-290337.435875919,6701608.05267219
1860,22,Stokes Croft,2011,45,"2010: 68.2, 2011: 58.7, 2012: 55.3, 2013: 57.7, 2014: 55.3, 2015: 49.7, 2016: 54.4, 2017: 52.5, 2018: 51, 2019: 44.3, 2020: 34.3, 2021: 37.5, 2022: 36.7, 2023: 35.9, 2024: 34.4",,58.7,Roadside (DT),Yes,-288316.547788833,6703508.93195795
1861,10,Bath Road,2011,12,"2010: 68.2, 2011: 62.3, 2012: 58.4, 2013: 61.5, 2014: 50.1, 2015: 49.3, 2016: 54.5, 2017: 51.6, 2018: 51.5, 2019: 42.2, 2020: 33.6, 2021: 36.8, 2022: 35.9, 2023: 30.7, 2024: 30.3",,62.3,Roadside (DT),Yes,-284908.842563162,6699589.32161916
1862,8,Higham Street,2011,12,"2010: 29.8, 2011: 25.7, 2012: 25.6, 2013: 26.8, 2014: 22.6, 2015: 22.5, 2016: 26.3, 2017: 21.9",,25.7,Roadside (DT),No,-287126.547721504,6700333.22530665
1863,266,Cabot Primary School,2011,10,"2010: 39.2, 2011: 37.6",,37.6,Roadside Stage 4 (DT),No,-287150.501367294,6703571.28676571
1864,243,Parson Street Chip Shop,2011,12,"2010: 49.1, 2011: 44.6",,44.6,Roadside Stage 4 (DT),No,-290214.946476589,6698225.48317068
1865,239,Parson St. A38 East,2011,12,"2010: 81.3, 2011: 82, 2012: 76.9, 2013: 78, 2014: 65.4, 2015: 69.2, 2016: 68.9, 2017: 66.8, 2018: 65.2, 2019: 54.4, 2020: 47.6, 2021: 51.4, 2022: 48.6, 2023: 40.5, 2024: 38.1",,82,Roadside Stage 4 (DT),Yes,-290240.840052813,6698064.71461172
1866,163,Strathmore Road,2011,11,"2010: 44.8, 2011: 38.3, 2012: 38.8, 2013: 43, 2014: 39.1, 2015: 37, 2016: 39.7, 2017: 38, 2018: 36.6, 2019: 30.8, 2020: 24.5, 2021: 27.4, 2022: 27.2, 2023: 27.2, 2024: 25.7",,38.3,gloucester road showcase route (DT),Yes,-287828.657779616,6707832.48413925
1867,476,Elmgrove Ave,2011,12,"2010: 33.1, 2011: 29.4",,29.4,USA 2009,No,-285423.588688328,6703633.00634763
1868,480,Halston Drive,2011,12,"2010: 33.2, 2011: 31.4",,31.4,USA 2009,No,-287349.848041948,6703653.24548323
1869,471,property façade nr. Paultow Road,2011,12,"2010: 37.6, 2011: 34",,34,USA 2009,No,-288468.235689724,6698867.60442458
1870,475,18 Morton Street,2010,13,"2010: 35.9, 2011: 34.1",,35.9,USA 2009,No,-285465.318552893,6702599.70306723
1871,469,Lamppost corner park avenue,2010,13,"2010: 46.2, 2011: 40.4, 2012: 39.4, 2013: 38.5, 2014: 35.8, 2015: 35.3, 2016: 39.2, 2017: 34.6, 2018: 36.2, 2019: 27.4, 2020: 23.4",,46.2,USA 2009,No,-287688.258760981,6699061.74717359
1872,438,A37 Junction w/ Airport Road,2010,36,"2010: 48, 2011: 47.7, 2012: 43.4, 2013: 43.5, 2014: 44, 2015: 43.1, 2016: 43.4, 2017: 43.2, 2018: 36.6, 2019: 31.8, 2020: 27.1, 2021: 29, 2022: 29.4, 2023: 25, 2024: 23.2",,48,QAQC,Yes,-285394.401951542,6697329.73212812
